unique_id,Title,Release Year,Locations,Fun Facts,Production Company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3,SF Find Neighborhoods,Analysis Neighborhoods,Current Supervisor Districts,lat1,lon1,address1,lat2,lon2,address2,query_location,city,state,geocode_relevance1,geocode_relevance2,verified,address_final,Coords,coordinates_final,lat_final,lon_final,verified2,coordinates_final2
820,DEVS,2020,Leavenworth at Filbert St,,Minim Productions,FX Network,Alex Garland,Alex Garland,Sonoya Mizuno,Nick Offerman,Jin Ha,107,32,6,37.801944,-122.404703,"Filbert Steps, 200-224 Filbert St, San Francisco, California 94133, United States",37.8002,-122.418418,"Filbert Street Steps, San Francisco, California 94109, United States",Leavenworth & Filbert St,San Francisco,California,0.574074,0.574074,Y,,"37.80025724308227, -122.4175116148971","37.80025724308227, -122.4175116148971",37.80025724308227,-122.4175116,Y,
821,Mother,1996,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Paramount Pictures,Paramount Pictures,Albert Brooks,Albert Brooks,Albert Brooks,Debbie Reynolds,,16,21,3,37.792361,-122.410234,"950 Mason Street, San Francisco, California 94108, United States",37.795429,-122.411638,"Mason Street Cable Car, Powell & Market to Mason & Bay, San Francisco, California 94133, United States",950 Mason Street,San Francisco,California,1,0.574074,Y,,,"37.792361, -122.410234",37.792361,-122.410234,Y,
822,GirlBoss,2017,1375 Haight St.,,"Hippolyta Productions, LLC",Netflix,"Jamie Babbit, Amanda Brotchie, Steven K. Tsuchida, Christian Ditter, John Riggi",Kay Cannon,Britt Robertson,Ellie Reed,Amanda Rea,25,3,11,37.770048,-122.444788,"1375 Haight Street, San Francisco, California 94117, United States",37.46664,-122.153233,"Haight Street, Menlo Park, California 94025, United States",1375 Haight St,San Francisco,California,1,0.675556,Y,,,"37.770048, -122.444788",37.770048,-122.444788,Y,
823,A Taiwanese Tale of Two Cities,2018,Bernal Heights Park,,Envision Productions Inc.,Netflix,Tien-Lun Yeh,"Ling-Hui Chen, Nancy Chen, Chih-Chi Fan, Chia-Hui Lin",Tammy Cheng,Peggy Tseng,Shen-Hao Wen,83,2,2,37.743161,-122.414284,"Bernal Heights Park, 10 Bernal Heights Blvd, San Francisco, California 94110, United States",37.76949,-122.509968,"Park Chalet Garden Restaurant, 1000 Great Hwy, San Francisco, California 94121, United States",Bernal Heights Park,San Francisco,California,1,0.702963,Y,,,"37.743161, -122.414284",37.743161,-122.414284,Y,
824,Basic Instinct,1992,Pier 7 (The Embarcadero),,Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,108,8,3,37.806565,-122.40458,"The Embarcadero at Pier 33, San Francisco, California 94111, United States",37.545711,-122.23804,"The Embarcadero, Redwood City, California 94061, United States",The Embarcadero,San Francisco,California,1,1,Y,,,"37.806565, -122.40458",37.806565,-122.40458,Y,
825,Goliath- Season 4,2021,Green at Varennes St,,"Picrow, Inc.",Amazon Studios,"Billy Bob Thornton, Lawrence Trilling, Derek Johansen","David E. Kelley, Jonathan Shapiro",Billy Bob Thornton,Nina Arianda,Tania Raymonde,106,23,3,37.2974,-122.013946,"Sturgeon Way, San Jose, California 95129, United States",37.007446,-122.019824,"Stone Crest, Santa Cruz, California 95060, United States",Green & Varennes St,San Francisco,California,0.574074,0.574074,Y,,"37.79971887473731, -122.40679150696238","37.79971887473731, -122.40679150696238",37.79971887473731,-122.4067915,Y,
826,The Phone/Jexi,2019,956 Pierce St,,CBS Films Inc.,Lionsgate,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore",Adam Devine,Alexandra Shipp,Michael Pena,97,39,11,37.778873,-122.434907,"956 Pierce Street, San Francisco, California 94115, United States",37.895968,-122.308077,"956 Pierce Street, Albany, California 94706, United States",956 Pierce St,San Francisco,California,1,1,Y,,,"37.778873, -122.434907",37.778873,-122.434907,Y,
827,The Last Black Man in San Francisco,2019,"Red Building, 2567 Mission St",,"LBMISF, LLC",A51,Joe Talbot,"Joe Talbot, Jimmie Fails, Rob Richert",Jimmie Fails,Jonathan Majors,Danny Glover,53,20,2,37.75602,-122.418356,"2567 Mission Street, San Francisco, California 94110, United States",37.86976,-122.28787,"La Mission, 1255 University Ave, Berkeley, California 94702, United States",2567 Mission St,San Francisco,California,1,0.742222,Y,,,"37.75602, -122.418356",37.75602,-122.418356,Y,
828,San Andreas,2015,AT&T Stadium,"3 characters run out of stadium, there is a group of people on the sidewalk, an earthquake hits, and they duck for cover","Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb,Dwayne Johnson,,,,,,37.777905,-122.390617,"24 Willie Mays Plz, San Francisco, California 94107, United States",37.059105,-122.015526,"24 Willis Road, Scotts Valley, California 95066, United States",24 Willie Mays Plaza,San Francisco,California,1,0.472222,Y,,,"37.777905, -122.390617",37.777905,-122.390617,Y,
829,"Looking ""Special""",2016,Bernal Heights Neighborhood,"Jake Shears, lead singer of the band Scissor Sisters, auditioned for the role of Dom.","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,94,28,1,37.739243,-122.416182,"Bernal Heights Neighborhood Center, 515 Cortland Ave, San Francisco, California 94110, United States",37.776558,-122.42659,"Neighborhood Baptist Church, 608 Hayes St, San Francisco, CA, San Francisco, California 94102, United States",Bernal Heights Neighborhood,San Francisco,California,1,0.702963,Y,,,"37.739243, -122.416182",37.739243,-122.416182,Y,
830,Love & Taxes,2014,198 Gough Street,,Bad Company Films,,Jacob Kornbluth,Jacob Kornbluth,Jacob Kornbluth,,,21,9,11,37.774888,-122.422377,"198 Gough Street, San Francisco, California 94102, United States",37.779124,-122.423385,"Gough St Cleaners, 648 Gough St, San Francisco, California 94102, United States",198 Gough Street,San Francisco,California,1,0.574074,Y,,,"37.774888, -122.422377",37.774888,-122.422377,Y,
831,San Andreas,2015,Coit Tower,,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb,Dwayne Johnson,,,18,23,3,37.802449,-122.405836,"Coit Tower, 1 Telegraph Hill Blvd, San Francisco, California 94133, United States",37.786279,-122.408933,"Curran, 445 Geary St, San Francisco, California 94102, United States",Coit Tower,San Francisco,California,1,0.645,Y,,,"37.802449, -122.405836",37.802449,-122.405836,Y,
832,When a Man Loves a Woman,1994,"International Studies Academy (993 Vermont Street, Potrero Hill)",,Touchstone Pictures,Buena Vista Pictures,Luis Mandoki,Ronald Bass,Andy Garcia,Meg Ryan,,54,26,9,37.816743,-122.242593,"993 Vermont Street, Oakland, California 94610, United States",37.767265,-122.404758,"993 Vermont Street, San Francisco, California 94107, United States",993 Vermont Street,San Francisco,California,1,1,Y,,,"37.816743, -122.242593",37.816743,-122.242593,N,"37.757226142602065, -122.40298113031608"
833,Shit and Champagne,2020,2 Mint Plaza,,"Shaboom Boom, LLC",,D'Arcy Drollinger,D'Arcy Drollinger,D'Arcy Drollinger,Matthew Martin,Steven LeMay,32,34,10,37.783102,-122.407729,"2 Mint Plaza, 2 Mint Plz, San Francisco, California 94103, United States",37.783168,-122.407671,"2 Mint Plaza, San Francisco, California 94103, United States",2 Mint Pl,San Francisco,California,1,1,Y,,,"37.783102, -122.407729",37.783102,-122.407729,Y,
834,Ant-Man and the Wasp,2018,Pier 27,,"PYM Particles Productions II, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Chris McKenna,Paul Rudd,Evangeline Lilly,Michael Douglas,77,8,3,37.804618,-122.401383,"Pier 27, 1022 The Embarcadero, San Francisco, California 94111, United States",37.805072,-122.40125,"27 Pier, San Francisco, California 94111, United States",Pier 27,San Francisco,California,1,0.99,Y,,,"37.804618, -122.401383",37.804618,-122.401383,Y,
835,When We Rise,2017,"Twin Peaks Bar, 401 Castro",,Film 49 Productions,Amercian Broadcasting Company,Gus Van Sant,Dustin Lance Black,Guy Pierce,Mary-Louise Parker,Michael Kenneth Williams,38,5,5,37.762312,-122.434978,"401 Castro Street, San Francisco, California 94114, United States",37.755478,-122.44293,"Twin Peaks, San Francisco, California, United States","Twin Peaks Bar, 401 Castro",San Francisco,California,0.534444,0.455556,Y,,,"37.762312, -122.434978",37.762312,-122.434978,Y,
837,"Murder in the First, Season 1",2014,Alamo Square Park,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,22,9,11,37.776252,-122.434603,"Alamo Square, Steiner St, San Francisco, California 94117, United States",37.76949,-122.509968,"Park Chalet Garden Restaurant, 1000 Great Hwy, San Francisco, California 94121, United States",Alamo Square Park,San Francisco,California,0.787037,0.702963,Y,,,"37.776252, -122.434603",37.776252,-122.434603,Y,
838,Godzilla,2014,Embarcadero & Washington,,"Nautilus Productions, LLC",Warner Bros. Pictures,Gareth Edwards,Max Borenstein,Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston,77,8,3,37.795143,-122.406041,"Washington Bakery & Restaurant, 733 Washington St, San Francisco, California 94108, United States",37.801789,-122.274004,"Washington Inn, 495 10th St, Oakland, California 94607, United States",Embarcadero & Washington,San Francisco,California,0.74,0.74,Y,,"37.7967337832608, -122.39540466886471","37.7967337832608, -122.39540466886471",37.79673378,-122.3954047,Y,
839,Quitters,2015,Clement St. from 6th to 7th Ave.,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows,8,29,4,,,,,,,Clement St. from 6th to 7th Ave.,San Francisco,California,,,Y,,"37.78290374549792, -122.46492477802454","37.78290374549792, -122.46492477802454",37.78290374549792,-122.4649248,Y,
840,So I Married an Axe Murderer,1993,San Francisco Chronicle (901 Mission Street at 15th Street),The paper is called the San Francisco Globe in the movie.,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,53,20,2,37.630993,-122.41851,"901 El Camino Real, San Bruno, California 94066, United States",37.782219,-122.406544,"901 Mission Street, San Francisco, California 94103, United States",901 Mission Street,San Francisco,California,1,1,Y,,,"37.630993, -122.41851",37.630993,-122.41851,N,"37.782359902436575, -122.40660140506198"
841,Always Be My Maybe,2019,26th Ave and El Camino Del mar,,"Isla Productions, LLC",Netflix,Nahnatchka Khan,"Michael Golamco, Randall Park, Ali Wong",Ali Wong,Randall Park,Keanu Reeves,1,33,6,37.787568,-122.486364,"26th Avenue and El Camino Del Mar, San Francisco, California 94121, United States",37.972157,-122.52839,"Marin County, California, United States",26th Ave and El Camino Del mar,San Francisco,California,1,0.34127,Y,,,"37.787568, -122.486364",37.787568,-122.486364,Y,
842,Magnum Force,1973,Broadway Tunnel (Russian Hill),,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,107,21,3,37.79858,-122.40883,"Russian Hill, San Francisco, California, United States",37.797422,-122.422044,"Russian Hill Bookstore, 2234 Polk St, San Francisco, California 94109, United States",Russian Hill,San Francisco,California,1,1,Y,,,"37.79858, -122.40883",37.79858,-122.40883,Y,
843,Edtv,1999,1138 Filbert Street,,Imagine Entertainment,MCA / Universal Pictures,Ron Howard,Lowell Ganz,Matthew McConaughey,Jenna Elfman,,107,32,6,37.80057,-122.41828,"1138 Filbert Street, San Francisco, California 94109, United States",37.806429,-122.283817,"1138 Filbert Street, Oakland, California 94607, United States",1138 Filbert Street,San Francisco,California,1,1,Y,,,"37.80057, -122.41828",37.80057,-122.41828,Y,
844,Vertigo,1958,Claude Lane at Bush Street,,Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,Barbara Bel Geddes,104,8,3,37.790719,-122.404424,"Claude Lane and Bush Street, San Francisco, California 94115, United States",37.83967,-122.108505,"St. Mary's College of California, Moraga, California, United States",Claude Lane & Bush Street,San Francisco,California,1,0.388889,Y,,,"37.790719, -122.404424",37.790719,-122.404424,Y,
845,Chance- Season 1 ep109,2016,Ocean Park Motel,,TVM Productions,HULU,Sara Gran and Pete Begler,Dan Attias,Hugh Laurie,Gretchen Mol,Ethan Suplee,40,35,7,37.736505,-122.503923,"Ocean Park Motel, 2690 46th Ave, San Francisco, California 94116, United States",37.789443,-122.405765,"Park Hotel, 325 Sutter St, San Francisco, California 94108, United States",Ocean Park Motel,San Francisco,California,1,0.54537,Y,,,"37.736505, -122.503923",37.736505,-122.503923,Y,
846,Nine Months,1995,Belli Building (722 Montgomery Street at Washington),,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,108,6,3,37.796097,-122.403212,"722 Montgomery Street, San Francisco, California 94111, United States",37.78894,-122.402157,"Montgomery St. BART Station, 598 Market St, San Francisco, California 94104, United States",722 Montgomery Street,San Francisco,California,1,0.574074,Y,,,"37.796097, -122.403212",37.796097,-122.403212,Y,
848,The Phone/Jexi,2019,Fisherman's Wharf,,CBS Films Inc.,Lionsgate,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore",Adam Devine,Alexandra Shipp,Michael Pena,99,23,3,37.808222,-122.415807,"Fisherman's Wharf, San Francisco, California, United States",37.808342,-122.41547,"Fisherman's Wharf, 2801 Leavenworth St, San Francisco, California 94133, United States",Fisherman's Wharf,San Francisco,California,1,1,Y,,,"37.808222, -122.415807",37.808222,-122.415807,Y,
849,The Diary of a Teenage Girl,2015,The Royal Oak,,"Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,Alexander Skarsgard,Kristen Wiig,Christopher Meloni,,,,37.733075,-122.171031,"Royal Street, Oakland, California 94603, United States",37.796918,-122.422037,"Royal Oak, 2201 Polk St, San Francisco, California 94109, United States",The Royal Oak,San Francisco,California,0.692593,0.574074,Y,"Royal Oak, 2201 Polk St, San Francisco, California 94109, United States",,"37.733075, -122.171031",37.733075,-122.171031,N,"37.7970132962868, -122.42219297004459"
850,Maxie,1985,"722 Steiner Street (Postcard Row, Alamo Square, Hayes Valley)",The 6 Victorian homes across from Alamo Square Park are among the few Victorians to survive the Great Fire.,Elsboy Entertainment,Orion Pictures Corporation,Paul Aaron,Patricia Resnick,Glenn Close,Mandy Patinkin,Ruth Gordon,23,9,11,37.776453,-122.432757,"722 Steiner Street, San Francisco, California 94117, United States",37.83967,-122.108505,"St. Mary's College of California, Moraga, California, United States",722 Steiner Street,San Francisco,California,1,0.425926,Y,,,"37.776453, -122.432757",37.776453,-122.432757,Y,
851,Looking Season 2 ep 203,2015,"Mad Dog Bar, 530 Haight Street","The character of Doris was originally a recurring role, but everyone on the team liked Lauren Weedman's performance so much that she became a full time regular during the second season.","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,26,9,11,37.772209,-122.431015,"530 Haight Street, San Francisco, California 94117, United States",37.770005,-122.447634,"Haight Street Market, 1530 Haight St, San Francisco, California 94117, United States",530 Haight Street,San Francisco,California,1,0.574074,Y,,,"37.772209, -122.431015",37.772209,-122.431015,Y,
852,The Rock,1996,Alcatraz Island,Alcatraz Island was a military fort before it became a prison.,Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicolas Cage,,,,,37.826779,-122.422917,"Alcatraz Island, Golden Gate National Recreation Area, San Francisco, California 94130, United States",37.8266,-122.422839,"Alcatraz Island, California, United States",Alcatraz Island,San Francisco,California,1,1,Y,,,"37.826779, -122.422917",37.826779,-122.422917,Y,
853,The Last Black Man in San Francisco,2019,Market/Portola btwn O'Shaughnessy and Castro,,"LBMISF, LLC",A36,Joe Talbot,"Joe Talbot, Jimmie Fails, Rob Richert",Jimmie Fails,Jonathan Majors,Danny Glover,38,5,5,37.769075,-122.428299,"Safeway, 2020 Market St, San Francisco, California 94114, United States",37.77989,-122.414316,"Heart of The City Farmers Market, 1182 Market St, San Francisco, California 94102, United States",Market/Portola and O,San Francisco,California,0.375,0.375,Y,,"37.74921110298944, -122.44370735003673","37.74921110298944, -122.44370735003673",37.74921110298944,-122.4437074,Y,
854,"Smile Again, Jenny Lee",2015,New Taraval Café (1054 Taraval St.),,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,40,35,7,37.743175,-122.477695,"1054 Taraval Street, San Francisco, California 94116, United States",37.778481,-122.405646,"South of Market, San Francisco, California, United States",1054 Taraval St,San Francisco,California,1,0.425926,Y,,,"37.743175, -122.477695",37.743175,-122.477695,Y,
855,Looking,2014,Union Square,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,19,8,3,37.7846,-122.409427,"Union Square Sports Bar, 115 Mason St, San Francisco, California 94102, United States",37.787995,-122.4075,"Union Square, 333 Post St, San Francisco, California 94102, United States",Union Square,San Francisco,California,1,1,Y,,,"37.7846, -122.409427",37.7846,-122.409427,Y,
856,GirlBoss,2017,"Macchiarini Steps, Kearny between Vallejo and Broadway",The namesake for the steps was an Italian-American California-based modernist jeweler and sculptor who pioneered avant-garde jewelry.,"Hippolyta Productions, LLC",Netflix,"Jamie Babbit, Amanda Brotchie, Steven K. Tsuchida, Christian Ditter, John Riggi",Kay Cannon,Britt Robertson,Ellie Reed,Amanda Rea,107,21,3,37.798814,-122.405701,"Peter Macchiarini Steps, 500 vallejo, San Francisco, California 94133, United States",37.797434,-122.405404,"Kearny Street, San Francisco, California 94133, United States","Macchiarini Steps, Kearny and Vallejo",San Francisco,California,0.364444,0.293333,Y,,"37.79894635097029, -122.40577768836049","37.79894635097029, -122.40577768836049",37.79894635097029,-122.4057777,Y,
857,I Am Michael,2015,Harvey Milk Plaza,,That’s Hollywood,,Justin Kelly,Justin Kelly,James Franco,Emma Roberts,Zachary Quinto,38,5,5,37.762294,-122.435496,"Harvey Milk Plaza, Castro St, San Francisco, California 94114, United States",37.788055,-122.4074,"Union Square, San Francisco, California, United States",Harvey Milk Plaza,San Francisco,California,1,0.408889,Y,,,"37.762294, -122.435496",37.762294,-122.435496,Y,
858,Looking,2014,St. Francis Fountain,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,53,20,2,37.752721,-122.408342,"St. Francis Fountain, 2801 24th St, San Francisco, California 94110, United States",37.389915,-122.092476,"St. Francis Acres, Mountain View, California, United States",St. Francis Fountain,San Francisco,California,1,0.858565,Y,,,"37.752721, -122.408342",37.752721,-122.408342,Y,
859,Edtv,1999,Mario's Bohemian Cigar Store (Washington Square),,Imagine Entertainment,MCA / Universal Pictures,Ron Howard,Lowell Ganz,Matthew McConaughey,Jenna Elfman,,106,23,3,,,,,,,Mario's Bohemian Cigar Store (Washington Square),San Francisco,California,,,Y,,"37.800163097780555, -122.40983696092962","37.800163097780555, -122.40983696092962",37.800163097780555,-122.409837,Y,
860,Fearless,1993,Folsom Street & Embarcadero,,Spring Creek Productions,Warner Bros. Pictures,Peter Weir,Rafael Yglesias,Jeff Bridges,Isabella Rosellini,Rosie Perez,108,8,10,37.796568,-122.422022,"Street, 2141 Polk St, San Francisco, California 94109, United States",37.761141,-122.414927,"Folsom Street, San Francisco, California 94110, United States",Folsom Street & Embarcadero,San Francisco,California,0.5,0.433333,Y,,"37.790878570939206, -122.39007370140574","37.790878570939206, -122.39007370140574",37.790878570939206,-122.3900737,Y,
861,Looking Season 2 ep 209,2015,"SF Zoo, 2945 Sloat Blvd",,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,43,16,8,37.735569,-122.505828,"2945 Sloat Boulevard, San Francisco, California 94132, United States",37.861061,-122.48923,"FLOAT, 1621 Bridgeway, Sausalito, California 94965, United States",2945 Sloat Blvd,San Francisco,California,1,0.383333,Y,,,"37.735569, -122.505828",37.735569,-122.505828,Y,
862,Pushing Dead,2016,Octavia at Grove Street,,"Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,22,9,11,37.777898,-122.425281,"Grove Street Market, 500 Grove St, San Francisco, California 94102, United States",37.882238,-122.269335,"Grove Street Kids, 1385 Shattuck Ave, Berkeley, California 94709, United States",Octavia & Grove Street,San Francisco,California,0.574074,0.574074,Y,,"37.77772023205244, -122.4247933879144","37.77772023205244, -122.4247933879144",37.77772023205244,-122.4247934,Y,
863,"Smile Again, Jenny Lee",2015,883 42nd Ave.,,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,8,29,4,37.772081,-122.502707,"883 42nd Avenue, San Francisco, California 94121, United States",37.523513,-122.308876,"883 42nd Avenue, San Mateo, California 94403, United States",883 42nd Ave,San Francisco,California,1,1,Y,,,"37.772081, -122.502707",37.772081,-122.502707,Y,
864,Terminator - Genisys,2015,California between Leavenworth and Powell,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,16,6,3,37.793923,-122.416223,"Leavenworth And Washington, Washington St., San Francisco, California 94109, United States",37.794364,-122.416404,"Leavenworth Street, San Francisco, California 94109, United States",California and Leavenworth,San Francisco,California,0.656667,0.656667,Y,,"37.79123872888085, -122.41604792415923","37.79123872888085, -122.41604792415923",37.79123872888085,-122.4160479,Y,
865,"Murder in the First, Season 3",2016,500 Grove Street,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,22,9,11,37.777741,-122.425059,"500 Grove Street, San Francisco, California 94102, United States",37.45499,-122.43442,"500 Grove Street, Half Moon Bay, California 94019, United States",500 Grove Street,San Francisco,California,1,1,Y,,,"37.777741, -122.425059",37.777741,-122.425059,Y,
866,Boys and Girls,2000,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,,,,,37.772141,-122.41935,"City Hall - Board of Appeals, 1650 Mission St Ste 304, San Francisco, California 94103, United States",37.5049,-122.263104,"City Hall Park, San Carlos ave, San Carlos, California 94070, United States",City Hall,San Francisco,California,1,1,Y,,,"37.772141, -122.41935",37.772141,-122.41935,Y,
867,DEVS,2020,Brannan btwn 3rd and 6th St,,Minim Productions,FX Network,Alex Garland,Alex Garland,Sonoya Mizuno,Nick Offerman,Jin Ha,32,34,10,37.760562,-122.388264,"Third Rail, 628 20th St, San Francisco, California 94107, United States",37.777041,-122.390314,"3rd Street (Lefty O'Doul) Bridge, 3rd St, San Francisco, California 94107, United States",Brannan and 3rd,San Francisco,California,0.425926,0.425926,Y,,"37.779988135450786, -122.39445654929116","37.779988135450786, -122.39445654929116",37.779988135450786,-122.3944565,Y,
868,Chance Season 2,2017,Embarcadero between Harrison and Folsom St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee,108,8,10,37.788864,-122.254536,"Embarcadero, Oakland, California 94606, United States",37.81037,-122.281297,"Myrtle Street, Oakland, California 94607, United States",Embarcadero and Harrison,San Francisco,California,0.5,0.5,Y,,"37.789799581364846, -122.38886706648721","37.789799581364846, -122.38886706648721",37.789799581364846,-122.3888671,Y,
869,Chance Season 2,2017,Columbus between Filbert and Lombard St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee,106,23,3,37.801944,-122.404703,"Filbert Steps, 200-224 Filbert St, San Francisco, California 94133, United States",37.8002,-122.418418,"Filbert Street Steps, San Francisco, California 94109, United States",Columbus and Filbert,San Francisco,California,0.425926,0.425926,Y,,"37.80116963585141, -122.41131569955287","37.80116963585141, -122.41131569955287",37.80116963585141,-122.4113157,Y,
870,"Murder in the First, Season 3",2016,Linden Alley between Octavia and Gough Streets,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,21,9,11,37.776329,-122.423594,"Linden Alley, Linden St, San Francisco, California 94102, United States",37.813085,-122.246997,"The Alley, 3325 Grand Ave, Oakland, California 94610, United States",Linden Alley and Octavia,San Francisco,California,0.5,0.388889,Y,,"37.776338494262056, -122.42431235613792","37.776338494262056, -122.42431235613792",37.776338494262056,-122.4243124,Y,
871,Chance- Season 1 ep103,2016,Laguna Honda Hospital,,TVM Productions,HULU,Michael Lehmann,Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,49,38,8,37.747587,-122.456994,"Laguna Honda Hospital, 375 Laguna Honda Blvd, San Francisco, California 94131, United States",37.763176,-122.45791,"UCSF Medical Center, 505 Parnassus Ave, San Francisco, California 94143, United States",Laguna Honda Hospital,San Francisco,California,1,0.702963,Y,,,"37.747587, -122.456994",37.747587,-122.456994,Y,
872,"Smile Again, Jenny Lee",2015,Ocean Beach Motel (2690 46th Ave.),,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,40,35,7,37.7365,-122.50392,"2690 46th Avenue, San Francisco, California 94116, United States",37.77545,-122.208228,"2690 46th Avenue, Oakland, California 94601, United States",2690 46th Ave,San Francisco,California,1,1,Y,,,"37.7365, -122.50392",37.7365,-122.50392,Y,
873,The Phone/Jexi,2019,Market at Cyril Magnin,,CBS Films Inc.,Lionsgate,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore",Adam Devine,Alexandra Shipp,Michael Pena,19,34,10,37.784827,-122.408583,"Cyril Magnin Street, San Francisco, California 94102, United States",37.785383,-122.408666,"Cyril Magnin & Ellis Street Street Parking, San Francisco, California 94102, United States",Market at Cyril Magnin,San Francisco,California,0.5,0.5,Y,,"37.78398323414352, -122.40803795907813","37.78398323414352, -122.40803795907813",37.78398323414352,-122.408038,Y,
874,Sense8,2015,Z Space Studios; 450 Florida St.,"Filming of the ""Fresh Meat"" Festival","Unpronounceable Productions, LLC",Netflix,The Wachowskis,The Wachowskis,Jamie Clayton,,,53,20,2,37.763582,-122.41175,"450 Florida Street, San Francisco, California 94110, United States",37.929446,-122.364992,"450 Florida Avenue, Richmond, California 94804, United States",450 Florida St,San Francisco,California,1,0.868148,Y,,,"37.763582, -122.41175",37.763582,-122.41175,Y,
875,Looking Season 2 ep 204,2015,534 Hyde Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,20,36,10,37.78593,-122.416131,"534 Hyde Street, San Francisco, California 94109, United States",37.794763,-122.412623,"Hyde Street Cable Car, Powell & Market to, San Francisco, California 94108, United States",534 Hyde Street,San Francisco,California,1,0.574074,Y,,,"37.78593, -122.416131",37.78593,-122.416131,Y,
876,Dream with the Fishes,1997,Bay Bridge,"Before opening in 1936, the bridge was blessed by Cardinal Secretary of State Eugenio Pacelli, who later became Pope Pius XII.",3 Ring Circus Films,Sony Pictures Classics,Finn Taylor,Finn Taylor & Jeffrey Brown,David Arquette,Brad Hunt,,,,,37.822888,-122.313495,"Bay Bridge Bike/Pedestrian Path Oakland Trailhead, Maritime St, Oakland, California 94607, United States",37.824855,-122.313844,"Bay Bridge Toll Plaza, I-80, Oakland, California 94607, United States",Bay Bridge,San Francisco,California,1,1,Y,,,"37.822888, -122.313495",37.822888,-122.313495,Y,
